GEOID10,STUSPS10,NAME10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,DP0010001,DP0010002,DP0010003,DP0010004,DP0010005,DP0010006,DP0010007,DP0010008,DP0010009,DP0010010,DP0010011,DP0010012,DP0010013,DP0010014,DP0010015,DP0010016,DP0010017,DP0010018,DP0010019,DP0010020,DP0010021,DP0010022,DP0010023,DP0010024,DP0010025,DP0010026,DP0010027,DP0010028,DP0010029,DP0010030,DP0010031,DP0010032,DP0010033,DP0010034,DP0010035,DP0010036,DP0010037,DP0010038,DP0010039,DP0010040,DP0010041,DP0010042,DP0010043,DP0010044,DP0010045,DP0010046,DP0010047,DP0010048,DP0010049,DP0010050,DP0010051,DP0010052,DP0010053,DP0010054,DP0010055,DP0010056,DP0010057,DP0020001,DP0020002,DP0020003,DP0030001,DP0030002,DP0030003,DP0040001,DP0040002,DP0040003,DP0050001,DP0050002,DP0050003,DP0060001,DP0060002,DP0060003,DP0070001,DP0070002,DP0070003,DP0080001,DP0080002,DP0080003,DP0080004,DP0080005,DP0080006,DP0080007,DP0080008,DP0080009,DP0080010,DP0080011,DP0080012,DP0080013,DP0080014,DP0080015,DP0080016,DP0080017,DP0080018,DP0080019,DP0080020,DP0080021,DP0080022,DP0080023,DP0080024,DP0090001,DP0090002,DP0090003,DP0090004,DP0090005,DP0090006,DP0100001,DP0100002,DP0100003,DP0100004,DP0100005,DP0100006,DP0100007,DP0110001,DP0110002,DP0110003,DP0110004,DP0110005,DP0110006,DP0110007,DP0110008,DP0110009,DP0110010,DP0110011,DP0110012,DP0110013,DP0110014,DP0110015,DP0110016,DP0110017,DP0120001,DP0120002,DP0120003,DP0120004,DP0120005,DP0120006,DP0120007,DP0120008,DP0120009,DP0120010,DP0120011,DP0120012,DP0120013,DP0120014,DP0120015,DP0120016,DP0120017,DP0120018,DP0120019,DP0120020,DP0130001,DP0130002,DP0130003,DP0130004,DP0130005,DP0130006,DP0130007,DP0130008,DP0130009,DP0130010,DP0130011,DP0130012,DP0130013,DP0130014,DP0130015,DP0140001,DP0150001,DP0160001,DP0170001,DP0180001,DP0180002,DP0180003,DP0180004,DP0180005,DP0180006,DP0180007,DP0180008,DP0180009,DP0190001,DP0200001,DP0210001,DP0210002,DP0210003,DP0220001,DP0220002,DP0230001,DP0230002,Shape_Leng,Shape_Area,DP0240001,DP0210004,DP0210005,DP0080025,DP0080026,DP0080027,DP0080028,DP0020004
17,IL,Illinois,1.44E+11,6202038080,40.1028754,-89.1526108,12830632,835577,859405,879448,922092,878964,910273,865684,855790,870100,940094,930785,807778,665429,485060,364475,289385,235381,234912,6292276,425893,438556,449160,473736,447513,456887,433782,426476,432756,463423,455953,392322,318903,225894,163405,122706,92019,72892,6538356,409684,420849,430288,448356,431451,453386,431902,429314,437344,476671,474832,415456,346526,259166,201070,166679,143362,162020,36.6,35.2,37.9,10072849,4884648,5188201,9701453,4693917,5007536,9154497,4412627,4741870,1990462,858966,1131496,1609213,676916,932297,12830632,12540650,9177877,1866414,43963,586934,188328,104166,114724,17542,61469,25036,75669,4050,1122,1100,492,1336,861412,289982,32749,56258,70615,66820,9423048,1974113,101451,668694,13546,958603,12830632,2027578,1602403,182989,22541,219645,10803054,12830632,2027578,1010124,33490,25114,6348,1073,845404,106025,10803054,8167753,1832924,18849,580586,2977,16008,183957,12830632,12528859,4836972,2332995,3840210,2753355,839861,318042,113738,678821,48169,24850,306163,301773,159989,99944,60045,141784,74977,66807,4836972,3182984,1455656,2332995,1016456,227684,104931,622305,334269,1653988,1346312,595401,130031,750911,338825,1619862,1168353,2.59,3.2,5296715,4836972,459743,158882,7998,82739,16677,47289,146158,2.5,9.1,4836972,3263639,1573333,8787463,3741396,2.69,2.38,22.5325351,15.85260221,0.962,67.47%,32.53%,71.53%,14.55%,4.57%,0.34%,2.7
47,TN,Tennessee,1.07E+11,2355218865,35.8585639,-86.3493573,6346105,407813,412181,418941,437186,426244,417683,406314,423622,430508,467087,459349,414991,370724,280538,206536,154517,111954,99917,3093504,208119,210090,215039,223002,212905,206997,201529,209760,213014,228086,222283,198721,177924,133139,94112,65637,43111,30036,3252601,199694,202091,203902,214184,213339,210686,204785,213862,217494,239001,237066,216270,192800,147399,112424,88880,68843,69881,38,36.7,39.2,5022781,2417135,2605646,4850104,2328323,2521781,4580604,2192141,2388463,1068951,469585,599366,853462,366035,487427,6346105,6236096,4921948,1057315,19994,91242,23900,15415,9247,3962,9818,10033,18867,3642,771,1507,516,848,141955,110009,25649,15145,36370,12638,5019639,1107178,54874,113398,7785,160880,6346105,290059,186615,21060,7773,74611,6056046,6346105,290059,121166,7924,3692,931,875,135533,19938,6056046,4800782,1049391,16302,90311,2767,6422,90071,6346105,6192633,2493552,1214794,1751644,1285208,405901,177701,49568,326742,28453,12037,145134,153472,84371,54322,30049,69101,35421,33680,2493552,1679177,709201,1214794,466514,118949,56740,345434,185947,814375,671286,294442,65071,376844,168139,813892,619841,2.48,3.01,2812133,2493552,318581,98370,3980,47274,10518,60778,97661,2.7,11,2493552,1700592,792960,4304472,1888161,2.53,2.38,22.60586703,10.88954504,0.951,68.20%,31.80%,77.56%,16.66%,1.44%,0.32%,2.5
18,IN,Indiana,92789193658,1537004191,39.9030256,-86.2839503,6483802,434075,444821,452171,475515,452026,419530,407815,417011,423819,473946,472822,418515,350628,259057,193278,151843,121658,115272,3189737,221819,227736,230960,243490,228268,210811,204713,208907,212134,234880,233891,205257,168979,122090,88090,64775,47290,35647,3294065,212256,217085,221211,232025,223758,208719,203102,208104,211685,239066,238931,213258,181649,136967,105188,87068,74368,79625,37,35.7,38.2,5061394,2462243,2599151,4875504,2366631,2508873,4578226,2215523,2362703,1041714,454166,587548,841108,357892,483216,6483802,6355901,5467906,591397,18462,102474,27598,22553,10652,4896,10322,6845,19608,2348,728,636,326,658,173314,127901,22076,17502,48734,18449,5583367,654415,49738,126750,6385,199408,6483802,389707,295373,30304,4042,59988,6094095,6483802,389707,181453,9257,4297,1030,495,164639,28536,6094095,5286453,582140,14165,101444,1853,8675,99365,6483802,6296879,2502154,1241267,1877746,1425310,318130,140919,39939,357582,35921,11971,172836,186923,95336,59771,35565,91587,45641,45946,2502154,1674126,746717,1241267,497470,122677,66289,310182,182958,828028,671920,303513,64936,368407,173181,832668,598795,2.52,3.05,2795541,2502154,293387,93029,3859,46410,10862,45571,93656,2.6,10.9,2502154,1747975,754179,4543125,1753754,2.6,2.33,17.16241951,9.938587523,0.968,69.86%,30.14%,84.33%,9.12%,1.58%,0.28%,2.5
19,IA,Iowa,1.45E+11,1076595005,42.0700243,-93.4933473,3046355,202123,200646,200904,216837,213350,197843,184740,177148,187400,216482,223244,204393,168357,124365,100291,83387,70187,74658,1508319,103401,102669,103327,111239,109467,101509,94027,89574,94810,107876,111584,102309,83250,59642,46140,36112,28032,23351,1538036,98722,97977,97577,105598,103883,96334,90713,87574,92590,108606,111660,102084,85107,64723,54151,47275,42155,51307,38.1,36.6,39.5,2402200,1178244,1223956,2318362,1134929,1183433,2178618,1063532,1115086,549093,240542,308551,452888,193277,259611,3046355,2993022,2781561,89148,11084,53094,11081,9834,3558,1332,5537,8347,13405,2003,381,313,128,1181,56132,53333,9475,8663,19063,7715,2830454,113225,24511,64512,3847,66742,3046355,151544,117090,4885,1226,28343,2894811,3046355,151544,80438,2242,2503,497,206,54000,11658,2894811,2701123,86906,8581,52597,1797,2132,41675,3046355,2948243,1221576,625173,828460,669076,99491,41240,11929,173543,14106,5540,82313,98112,43282,22050,21232,54830,27944,26886,1221576,790034,347118,625173,244753,51105,30110,113756,72255,431542,347479,156260,35578,191219,99509,373432,311990,2.41,2.97,1336417,1221576,114841,31812,1803,18405,5555,21020,36246,2,8.5,1221576,880635,340941,2217901,730342,2.52,2.14,20.77161188,15.85763012,0.981,72.09%,27.91%,91.31%,2.93%,1.74%,0.36%,2.9
4,AZ,Arizona,2.94E+11,1026196264,34.2099643,-111.602401,6392017,455715,453680,448664,461582,442584,439998,416695,415693,406801,427022,415524,375268,350960,282866,215026,162261,118278,103400,3175823,232562,231246,228995,237280,229562,225608,212223,210224,205899,212499,202411,178665,166954,133599,102628,76221,51509,37738,3216194,223153,222434,219669,224302,213022,214390,204472,205469,200902,214523,213113,196603,184006,149267,112398,86040,66769,65662,35.9,34.8,37.2,4944481,2437034,2507447,4763003,2343919,2419084,4478620,2197021,2281599,1088699,500252,588447,881831,401695,480136,6392017,6173717,4667121,259008,296529,176695,36047,32356,35013,9152,15022,24216,24889,12648,3837,2646,2000,4165,761716,218300,34584,35647,35442,61934,4852961,318665,353386,230907,25106,846031,6392017,1895149,1657668,34787,10692,192002,4496868,6392017,1895149,971474,19907,39103,6186,1689,753121,103669,4496868,3695647,239101,257426,170509,10959,8595,114631,6392017,6252633,2380990,1146036,1845458,1392051,464896,198814,58658,415253,32217,23198,186080,139384,84788,68280,16508,54596,29951,24645,2380990,1576520,706431,1146036,465120,134171,71914,296313,169397,804470,621008,288621,68260,332387,147722,800348,628997,2.63,3.19,2844526,2380990,463536,120490,5449,64407,10550,184327,78313,3.9,12.9,2380990,1571687,809303,4134117,2118516,2.63,2.62,23.92735305,28.91912233,0.987,66.01%,33.99%,73.01%,4.05%,2.76%,4.64%,2.4
27,MN,Minnesota,2.06E+11,18930454637,46.3161343,-94.1994801,5303925,355504,355536,352342,367829,355651,372686,342900,328190,352904,406203,401695,349589,279775,202570,151857,122114,99916,106664,2632132,181342,181614,180356,188594,180725,187562,174549,165815,177234,203588,200663,174321,137760,97533,70840,54464,40865,34307,2671793,174162,173922,171986,179235,174926,185124,168351,162375,175670,202615,201032,175268,142015,105037,81017,67650,59051,72357,37.4,36.3,38.4,4168319,2051872,2116447,4019862,1975539,2044323,3799982,1862995,1936987,842135,375818,466317,683121,298009,385112,5303925,5178780,4524062,274412,60916,214234,33031,24643,9464,3611,14982,23544,104959,2156,573,378,299,906,103000,125145,27255,24348,36912,11584,4634915,327548,101900,247132,6206,121996,5303925,250258,176007,10807,3661,59783,5053667,5303925,250258,118920,5271,5495,1238,296,97053,21985,5053667,4405142,269141,55421,212996,1860,5947,103160,5303925,5168530,2087227,1060509,1507367,1186710,192190,70524,24441,321237,21471,10711,143473,135395,56308,30514,25794,79087,40003,39084,2087227,1349015,615770,1060509,443212,89707,48844,198799,123714,738212,584008,264076,55631,319932,145828,658591,476444,2.48,3.05,2347201,2087227,259974,48091,3198,30726,6232,130471,41256,2,7.8,2087227,1523859,563368,3950160,1218370,2.59,2.16,35.11114218,26.32535626,0.985,73.01%,26.99%,85.30%,5.17%,4.04%,1.15%,2.1
22,LA,Louisiana,1.12E+11,23761143266,30.8577705,-91.803273,4533372,314260,306362,306836,326779,338309,332925,295508,276479,288120,325046,329329,292567,242995,178365,133629,102876,77301,65686,2219292,160136,156386,156872,165747,169290,166926,148120,137544,142158,159073,161186,141798,116767,83130,60121,43236,29905,20897,2314080,154124,149976,149964,161032,169019,165999,147388,138935,145962,165973,168143,150769,126228,95235,73508,59640,47396,44789,35.8,34.5,37.2,3544274,1714324,1829950,3415357,1648499,1766858,3210884,1546329,1664555,697165,304090,393075,557857,237289,320568,4533372,4460489,2836192,1452396,30579,70132,11174,10017,6416,1464,3367,28352,9342,1963,466,738,252,507,69227,72883,14868,8986,19951,9819,2895868,1486885,55079,84335,4879,85725,4533372,192560,78643,11603,10330,91984,4340812,4533372,192560,101308,9976,2487,805,419,62448,15117,4340812,2734884,1442420,28092,69327,1544,6779,57766,4533372,4405945,1728360,768198,1325420,936962,340429,159522,34961,243538,17904,9081,116865,127427,88104,67505,20599,39323,20554,18769,1728360,1160118,510286,768198,304080,95416,45517,296504,160689,568242,464334,216299,45812,248035,108214,599371,409608,2.55,3.1,1964981,1728360,236621,66857,3273,21480,7294,42253,95464,1.8,10.5,1728360,1162299,566061,3032918,1373027,2.61,2.43,26.16172042,12.80238316,0.959,67.25%,32.75%,62.56%,32.04%,1.55%,0.67%,2.7
11,DC,District of Columbia,158114680,18884970,38.9041485,-77.0170942,601723,32613,26147,25041,39919,64110,69649,55096,42925,37734,38539,37164,34274,29703,21488,15481,11820,9705,10315,284222,16533,13198,12641,18951,28801,32167,26617,21447,19136,19534,18114,15994,13398,9605,6671,4782,3516,3117,317501,16080,12949,12400,20968,35309,37482,28479,21478,18598,19005,19050,18280,16305,11883,8810,7038,6189,7198,33.8,33.6,34,512575,239203,273372,500908,233333,267575,465487,217045,248442,85641,35270,50371,68809,27691,41118,601723,584407,231471,305125,2079,21056,5214,5231,2690,1172,2290,1567,2892,302,75,111,29,87,24374,17316,904,3736,3476,2068,243650,314352,6521,26857,1320,28621,601723,54749,8507,3129,1789,41324,546974,601723,54749,22007,4072,757,238,86,22923,4666,546974,209464,301053,1322,20818,216,1451,12650,601723,561702,266707,58659,121429,80575,46591,17444,4272,68316,1708,1975,20570,40021,7339,4798,2541,32682,16037,16645,266707,112715,45921,58659,21142,10376,3596,43680,21183,153992,117431,51964,8808,65467,17105,55193,54391,2.11,3.01,296719,266707,30012,13393,926,3930,1007,3537,7219,3.4,7.9,266707,112055,154652,246246,315456,2.2,2.04,0.684365617,0.018380812,0.895,42.01%,57.99%,38.47%,50.71%,3.50%,0.35%,0.4
51,VA,Virginia,1.02E+11,8507698663,37.5222512,-78.6681938,8001024,509625,511849,511246,550965,572091,564342,526077,540063,568865,621155,592845,512595,442369,320302,229502,173929,130801,122403,3925983,260107,260549,261624,281502,294041,283970,261654,268137,280401,304989,288783,246591,212313,151278,105177,75311,51110,38446,4075041,249518,251300,249622,269463,278050,280372,264423,271926,288464,316166,304062,266004,230056,169024,124325,98618,79691,83957,37.5,36.1,38.7,6362861,3089650,3273211,6147347,2978956,3168391,5799894,2802034,2997860,1232677,544049,688628,976937,421322,555615,8001024,7767624,5486852,1551399,29225,439890,103916,59777,66963,9471,70577,53529,75657,5980,1410,2222,749,1599,254278,233400,25771,59051,62204,27658,5681937,1653563,80924,522199,15422,301435,8001024,631825,155067,73958,15229,387571,7369199,8001024,631825,300402,27695,8546,3592,919,238940,51731,7369199,5186450,1523704,20679,436298,5061,15338,181669,8001024,7761190,3056058,1534844,2205094,1635360,481385,179596,72904,483809,32582,16788,173864,239834,101333,73020,28313,138501,79051,59450,3056058,2047188,912512,1534844,644610,133142,61887,379202,206015,1008870,795117,344272,72978,450845,187704,1020156,711865,2.54,3.06,3364939,3056058,308881,82493,5408,44881,9570,80468,86061,2.1,7.6,3056058,2055186,1000872,5345619,2415571,2.6,2.41,24.63665652,11.29095953,0.963,67.25%,32.75%,68.58%,19.39%,5.50%,0.37%,2.6
48,TX,Texas,6.77E+11,19074619314,31.4347032,-99.2818238,25145561,1928473,1928234,1881883,1883124,1817079,1853039,1760434,1763587,1694795,1760467,1674869,1422924,1174767,853100,619156,477245,347206,305179,12472280,984149,983814,962866,968686,932353,938966,882887,876139,846865,874863,827933,691275,565820,403269,283865,208530,139029,100971,12673281,944324,944420,919017,914438,884726,914073,877547,887448,847930,885604,846936,731649,608947,449831,335291,268715,208177,204208,33.6,32.6,34.6,19035255,9350891,9684364,18279737,8962031,9317706,17154807,8383195,8771612,3276130,1460394,1815736,2601886,1135664,1466222,25145561,24466560,17701552,2979598,170972,964596,245981,156820,103074,18360,67750,210913,161698,21656,4794,6591,2918,7353,2628186,679001,92305,91963,109713,240679,18276506,3168469,315264,1110666,47646,2946690,25145561,9460921,7951193,130576,46541,1332611,15684640,25145561,9460921,6304207,92773,90386,16170,3736,2594206,359443,15684640,11397345,2886825,80586,948426,17920,33980,319558,25145561,24564422,8922933,4515013,7861974,5888009,2020528,862624,233685,1243974,93590,42923,532901,581139,375392,282470,92922,205747,117928,87819,8922933,6237148,3056060,4515013,2115498,467431,224804,1254704,715758,2685785,2163266,1014605,189375,1148661,449350,3472070,1888937,2.75,3.31,9977436,8922933,1054503,394310,16509,121430,30437,208733,283084,2.1,10.8,8922933,5685353,3237580,16331580,8232842,2.87,2.54,56.71194507,66.05431238,0.984,63.72%,36.28%,70.40%,11.85%,3.84%,0.68%,2
50,VT,Vermont,23871030489,1035236182,44.0605475,-72.673354,625741,31952,34654,37637,46012,43851,35441,34181,36358,42001,50110,52493,48739,41234,29390,20148,15960,12783,12797,308206,16339,17854,19351,23659,22682,17713,16908,17982,20603,24514,25773,23905,20609,14386,9534,7108,5183,4103,317535,15613,16800,18286,22353,21169,17728,17273,18376,21398,25596,26720,24834,20625,15004,10614,8852,7600,8694,41.5,40.4,42.7,513248,250500,262748,496508,241858,254650,465053,225582,239471,114678,52076,62602,91078,40314,50764,625741,614988,596292,6277,2207,7947,1359,2301,558,405,889,1019,1416,160,47,43,24,46,2105,10753,4535,2112,2353,549,606588,9343,7379,10463,465,2924,625741,9208,2534,2261,510,3903,616533,625741,9208,6069,334,184,72,20,1568,961,616533,590223,5943,2023,7875,140,537,9792,625741,600412,256442,124395,153485,118627,18945,6836,3790,47145,3121,2344,23667,25329,5571,2763,2808,19758,10454,9304,256442,160360,67235,124395,45224,11326,6647,24639,15364,96082,72233,32192,7683,40041,18805,72680,65203,2.34,2.85,322539,256442,66097,5635,597,3598,615,50198,5454,1.9,6.9,256442,181407,75035,444608,155804,2.45,2.08,9.869641084,2.798403065,0.971,70.74%,29.26%,95.29%,1.00%,1.27%,0.35%,2.3
23,ME,Maine,79882800680,11750312805,45.3906022,-68.6574869,1328361,69520,74116,79013,88310,79646,72681,71943,79905,91471,107619,110956,102441,89660,65014,47637,38894,30399,29136,650056,35767,38081,40495,45541,40426,36145,35662,39302,44957,52861,54129,49861,44361,31432,22234,17338,12125,9339,678305,33753,36035,38518,42769,39220,36536,36281,40603,46514,54758,56827,52580,45299,33582,25403,21556,18274,19797,42.7,41.5,43.8,1089252,527315,561937,1053828,509004,544824,999994,481348,518646,262917,118231,144686,211080,92468,118612,1328361,1307420,1264971,15707,8568,13571,1959,3514,1639,584,1144,1713,3018,342,115,67,67,93,4261,20941,8729,3932,4571,1203,1284877,21764,18482,18333,988,6210,1328361,16935,5134,4377,783,6641,1311426,1328361,16935,10674,553,358,129,29,3247,1945,1311426,1254297,15154,8210,13442,313,1014,18996,1328361,1292816,557219,270088,326802,249352,45913,16934,9708,92794,6803,5341,52313,35545,12409,6306,6103,23136,12259,10877,557219,350621,141767,270088,93301,25085,14832,55448,33634,206598,159533,69412,18130,90121,44807,154800,151281,2.32,2.83,721830,557219,164611,15738,1021,9711,2089,118310,17742,2.4,8.9,557219,397417,159802,966468,326348,2.43,2.04,18.96430999,10.50904385,0.958,71.32%,28.68%,95.23%,1.18%,1.02%,0.65%,2.3
37,NC,North Carolina,1.26E+11,13471186331,35.53971,-79.1308636,9535483,632040,635945,631104,659591,661573,627036,619557,659843,667308,698753,669893,600722,538039,403024,294543,223655,165396,147461,4645492,322871,324900,322795,338271,336648,311499,304807,324681,329652,341432,323702,285244,255034,188125,133021,94981,63573,44256,4889991,309169,311045,308309,321320,324925,315537,314750,335162,337656,357321,346191,315478,283005,214899,161522,128674,101823,103205,37.4,36,38.7,7510570,3610138,3900432,7253848,3478189,3775659,6835727,3264770,3570957,1549194,673169,876025,1234079,523956,710123,9535483,9329284,6528950,2048628,122110,208962,57400,34169,18643,6411,19221,27304,45814,6604,1389,2505,716,1994,414030,206199,33642,27778,61973,27790,6697465,2151456,184082,252585,14774,459451,9535483,800120,486960,71800,18079,223281,8735363,9535483,800120,304955,28774,13281,2383,1345,398942,50440,8735363,6223995,2019854,108829,206579,5259,15088,155759,9535483,9278237,3745155,1812029,2645200,2003199,565768,232968,72906,510085,38040,18789,222832,257246,113296,74649,38647,143950,82191,61759,3745155,2499174,1109902,1812029,732199,173010,85199,514135,292504,1245981,1011348,435368,93602,575980,248262,1248342,893832,2.48,3.01,4327528,3745155,582373,156587,6671,71693,14510,191508,141404,2.8,11.1,3745155,2497900,1247255,6290286,2987951,2.52,2.4,22.63314722,13.85230275,0.950,66.70%,33.30%,68.47%,21.48%,2.19%,1.28%,2.7
